Prague Metro,-,Prague; Czech Republic,Prague Public Transport Company,1974-05-09,All days:



from 5:00 to 0:00,logomeaning/1200px-Prag_Metro_Logo.svg.png,The Prague Metro is the metropolitan system in the capital of Czech Republic; Prague.

Metro has been started working from the 9th of May 1974. It consists of 3 lines named A; B; C and continues its developing. Today above 40% of Prague citizens use metro at rush hours.

It is the second popular transport system after the Prague Tramways.,The Prague Metro is only metropolitan system in Czech Republic.

Today it has 3 lines and the fourth is under construction.
